It's Kooky,"5 Jan, 2022","Overall user reviews:
7 user reviews","Time Management, Hidden Object, Clicker, Puzzle, Point & Click, 2D, Cute, Relaxing, Funny, Linear, Casual, Minimalist, Hand-drawn, Family Friendly, Score Attack, Old School, Singleplayer, Early Access, Indie"
Taiwan Richman,"20 Nov, 2020","Overall user reviews:
1 user reviews","Casual, Relaxing, Funny, Point & Click, Parody , Satire, Comedy, Family Friendly, Cute, Retro, Old School, Clicker, Isometric, Local Multiplayer, PvP, Life Sim, Education, Tabletop, Idler, Realistic"
Super Welder,"20 May, 2019","Overall user reviews:
4 user reviews","Mouse only, Clicker, Casual, Indie, Board Game, 2D Platformer, 2.5D, Realistic, Psychological, Funny, Tabletop, Singleplayer, Action, Arcade"
MatchyGotchy Z,"4 Mar, 2019","Overall user reviews:
6 user reviews","Casual, Indie, Early Access, Simulation, Clicker, Singleplayer, Relaxing, Colorful, Cute, Family Friendly, 2D, Sci-fi, Fantasy, Space Sim, Puzzle, Cartoony, Space, Strategy, Action"
Infinite Brick Breaker,"8 Jun, 2021","Overall user reviews:
3 user reviews","Casual, Point & Click, Arcade, Puzzle, Clicker, Top-Down Shooter, 2D, Top-Down, Minimalist, Logic, Indie, Education, Relaxing, Retro, Tactical, Procedural Generation, Singleplayer"
Jewel of WonderLand,"2 Oct, 2017","Overall user reviews:
2 user reviews","Match 3, Clicker, Hidden Object, Puzzle, Board Game, Point & Click, Tabletop, Strategy, 2D, Cute, Relaxing, Casual, Cartoony, Colorful, Minimalist, Family Friendly, Fantasy, Loot, Magic, Adventure"
Mighty Gemstones,"1 Feb, 2018","Overall user reviews:
8 user reviews","Casual, Indie, Simulation, Strategy, Puzzle, Match 3, Clicker, Board Game, Point & Click, Puzzle Platformer, Time Management, 2D, Cartoon, Colorful, Minimalist, Pixel Graphics, Relaxing, Family Friendly, Grid-Based Movement, Hex Grid"
CyberGrid: Tower defense,"26 Mar, 2021","Overall user reviews:
9 user reviews","Strategy, Casual, Arcade, City Builder, Point & Click, Shooter, Clicker, 2D, Cinematic, Pixel Graphics, 1980s, ATV, Building, Cyberpunk, Futuristic, Base Building, Singleplayer, Free to Play, Indie"
Fantasy Match Puzzle,"19 Sep, 2021",None,"Casual, RPG, Strategy, Hidden Object, Fantasy, Board Game, Point & Click, Puzzle, Clicker, Match 3, 2D, Cartoon, Cartoony, Colorful, Minimalist, Loot, Magic, Mystery, Relaxing, Tabletop"
Potato's Dream,"21 Jul, 2021",None,"Casual, Simulation, Singleplayer, Clicker, 2D, Point & Click, Collectathon, Character Customization, Colorful, Arcade, Comedy, Early Access, Cute, Comic Book, Automation, Retro, 2D Fighter"
Hidden Objects - Cartoon Fantasy,"18 Sep, 2021","Overall user reviews:
1 user reviews","Casual, Hidden Object, Match 3, Cartoony, Tabletop, Cartoon, Board Game, RPG, Fantasy, Strategy, Magic, Point & Click, Puzzle, Clicker, 2D, Colorful, Minimalist, Singleplayer, Indie"
Boom! Boom!,"5 Sep, 2019",None,"Indie, Casual, Action, Rhythm, 2D, Relaxing, Replay Value, Retro, Atmospheric, Singleplayer, Score Attack, Hand-drawn, Experimental, Clicker, Family Friendly, Destruction, Cute, Colorful, Fast-Paced, Pixel Graphics"
Sweety Little Witch,"27 May, 2021",None,"Casual, Adventure, Point & Click, Visual Novel, Puzzle, Education, Dating Sim, Exploration, Clicker, 2D, Anime, Cute, Hand-drawn, Colorful, Atmospheric, Family Friendly, LGBTQ+, Logic, Magic, Dark"
Korean Adventures in Russia,"11 Aug, 2020","Overall user reviews:
5 user reviews","Early Access, Adventure, Casual, Puzzle, Pixel Graphics, Clicker, Interactive Fiction, Point & Click, Trivia, Visual Novel, Anime, Life Sim, Investigation, Puzzle Platformer, JRPG, Cartoon, Education, Cartoony, Colorful, Comic Book"
EGG FLY,"4 Feb, 2022","Overall user reviews:
3 user reviews","2D Platformer, Puzzle Platformer, Physics, Singleplayer, Casual, Difficult, Hand-drawn, Platformer, 2D, Clicker, Relaxing, Indie, Funny, Cartoony, Minimalist, Comedy"
Cats - Classic Onet Connect,"6 Aug, 2021","Overall user reviews:
2 user reviews","Casual, Cats, Match 3, Puzzle, RPG, Family Friendly, Strategy, Relaxing, Board Game, Card Game, Point & Click, 2D, Clicker, Cartoon, Cartoony, Colorful, Cute, Minimalist, Fantasy, Modern"
Puzzle: Underwater World,"2 Aug, 2017","Overall user reviews:
7 user reviews","Singleplayer, Puzzle, Casual, Indie, Strategy, Adventure, Sports, Mouse only, Board Game, Education, Point & Click, Clicker, 2D, Difficult, Fast-Paced, Gaming, Short, Tabletop, Match 3, Minimalist"
Dezinsector,"24 Sep, 2020","Overall user reviews:
9 user reviews","Casual, Adventure, Strategy, Point & Click, Arcade, Tower Defense, Survival, Exploration, Clicker, Turn-Based Strategy, RTS, Building, Base Building, Shooter, Wargame, Spectacle fighter, Turn-Based Tactics, Choose Your Own Adventure, Real Time Tactics, 2D"
Gododo,"17 Apr, 2021","Overall user reviews:
3 user reviews","Action-Adventure, Platformer, Hand-drawn, Casual, Cute, Action, Side Scroller, Puzzle, Runner, Puzzle Platformer, Clicker, 2D, Anime, Cartoon, Cartoony, Stylized, Drama, Comedy, Aliens, Space"
RPG IDLE,"3 Mar, 2021","Overall user reviews:
5 user reviews","Casual, Adventure, RPG, Auto Battler, Clicker, Collectathon, 2D, Text-Based, Cartoony, Pixel Graphics, Fantasy, Medieval, Automation, Crafting, PvE, Singleplayer"
Hedgie Simulator,"16 Sep, 2021","Overall user reviews:
2 user reviews","Simulation, 3D, First-Person, Capitalism, Economy, Casual, Resource Management, Singleplayer, Indie, Sandbox, Life Sim, Clicker, Idler, Memes, Psychological Horror, Satire, Villain Protagonist"
Orlando the Fireman,"5 Nov, 2020","Overall user reviews:
2 user reviews","Casual, Arcade, Clicker, Solitaire, 2D, Colorful, Pixel Graphics, 1980s, Family Friendly, Parody , Indie, Relaxing, Retro, Score Attack, Singleplayer"
The Scam,"3 Aug, 2020","Overall user reviews:
1 user reviews","Action, Casual, Arcade, Clicker, Point & Click, Shooter, Arena Shooter, Bullet Hell, Collectathon, 2D, Minimalist, Pixel Graphics, Conspiracy, Retro, Tabletop, Choices Matter, Linear, Singleplayer, Indie, Simulation"
Colours and Symbols,"30 Sep, 2021",None,"Strategy, Clicker, Education, Casual, Tutorial, Puzzle, 2D, Top-Down, Minimalist, Logic, Game Development, Futuristic, Grid-Based Movement, Singleplayer, Indie"
Ricochet Bounce,"16 Jun, 2021",None,"Puzzle, 2D, Arcade, Casual, Point & Click, Relaxing, Family Friendly, Logic, Funny, Clicker, Idler, Precision Platformer, Puzzle Platformer, Cartoony, Colorful, Minimalist, Tactical, Automation, Choices Matter, Linear"
Mouse Hero,"30 Dec, 2020","Overall user reviews:
3 user reviews","Relaxing, Arcade, Clicker, Minimalist, Casual, Atmospheric, Rhythm, Precision Platformer, Point & Click, Experimental, Puzzle Platformer, Side Scroller, 2D, Stylized, Singleplayer, Tutorial, Perma Death, Indie"
Squidoku,"8 Nov, 2021",None,"Casual, Puzzle Platformer, Singleplayer, Dark Comedy, Puzzle, Logic, 2D, Relaxing, Multiple Endings, Cute, Dark Humor, Funny, Horror, Clicker, Underwater, Sci-fi, Action, Cartoony, Colorful, Capitalism"
Opus Ludum,"10 Aug, 2020","Overall user reviews:
4 user reviews","Puzzle, Puzzle Platformer, Science, Logic, Family Friendly, Physics, Procedural Generation, Clicker, Board Game, 3D, Isometric, Minimalist, Investigation, Atmospheric, Casual, Relaxing, Singleplayer, Indie"
Giant Blobs From Mars,"31 Mar, 2021",None,"Casual, Time Management, Aliens, Destruction, Clicker, Strategy, Mining, Puzzle, Third Person, Point & Click, Sci-fi, Arcade, Cartoony, Minimalist, Top-Down, 3D, Management, Retro, 1980s, Parody "
RedShip,"13 Oct, 2021","Overall user reviews:
3 user reviews","Casual, Strategy, Puzzle, Clicker, Puzzle Platformer, Real Time Tactics, 2D, Colorful, Pixel Graphics, Aliens, Atmospheric, Family Friendly, Futuristic, Logic, Retro, Sci-fi, Space, Choices Matter, Linear, Singleplayer"
Alzheimer's: Memories,"29 Jul, 2021","Overall user reviews:
5 user reviews","Simulation, Casual, Interactive Fiction, Point & Click, Visual Novel, Hand-drawn, Clicker, Puzzle, 2D, Story Rich, Cartoon, Minimalist, Family Friendly, Philosophical, Psychological, Surreal, Singleplayer, Indie"
江湖乐子人,"21 Dec, 2021","Overall user reviews:
8 user reviews","Casual, RPG, Simulation, God Game, Interactive Fiction, Word Game, Turn-Based Tactics, Idler, Clicker, 2D, Pixel Graphics, Anime, Cartoon, Text-Based, Comedy, Detective, Relaxing, Martial Arts, Turn-Based Combat, Choices Matter"
Perfect Balance,"1 Jan, 2022","Overall user reviews:
4 user reviews","Casual, Simulation, Physics, Minimalist, Arcade, Point & Click, Sandbox, Clicker, Real Time Tactics, Time Management, 3D, Colorful, Stylized, Atmospheric, Family Friendly, Management, Time Manipulation, Singleplayer, Indie"
SpaceBlocc,"31 Oct, 2021",None,"Space, Building, Clicker, Colorful, Relaxing, Survival, Top-Down, Minimalist, Linear, Casual, Base Building, Point & Click, Space Sim, 3D, Simulation, Stylized, Sci-fi, Destruction, Singleplayer, Action"
Cute Animals Memory Card Game,"22 Jun, 2021","Overall user reviews:
5 user reviews","Tabletop, Puzzle, Trading Card Game, Point & Click, Hidden Object, Clicker, Relaxing, Funny, Simulation, Card Game, Tactical, Cute, 2D, Casual, Colorful, Controller, Nature, Linear, Cartoon, Cartoony"
Phantom Typist,"14 Jul, 2021","Overall user reviews:
2 user reviews","Typing, Casual, Spelling, Score Attack, Education, Retro, Arcade, Experimental, Quick-Time Events, 2D, Text-Based, Colorful, Singleplayer, Word Game, Clicker, Logic, Procedural Generation, Trivia, Puzzle, Indie"
Tails Of Trainspot Demo,"30 May, 2021",None,"Adventure, RPG"
"Go home, Go home? Demo","30 Apr, 2021",None,
CompactO - Idle Game Demo,"30 Jun, 2021",None,
Silver Blue Demo,"25 May, 2021",None,
Microbrewery Tycoon Demo,"19 Apr, 2022",None,
Catellite-609: feline space adventure Demo,"19 Apr, 2022",None,
Insaniquarium Deluxe Free Demo,None,"Overall user reviews:
3 user reviews",Casual
Passage 4 Demo,"12 Dec, 2016",None,Indie
恋爱关系 Demo,"10 Sep, 2021",None,"Nudity, Sexual Content"
Tap Tap Builder,"28 Sep, 2021","Overall user reviews:
6 user reviews","Simulation, City Builder, Clicker, Strategy, 3D, 3D Platformer, Grand Strategy, Voxel, Isometric, Capitalism, Management, Building, Resource Management, Economy, Choices Matter, Colorful, Modern, Open World, Singleplayer, Casual"
Emoji Merge - Puzzle Matching,"15 Mar, 2022",None,"Strategy, Match 3, Puzzle, Relaxing, Adventure, Family Friendly, Casual, Board Game, Grand Strategy, Point & Click, Tabletop, Clicker, Hidden Object, Idler, 2D, Cartoon, Cartoony, Colorful, Cute, Minimalist"
Click Commander,"22 Oct, 2019",None,"Strategy, Indie, Simulation, Early Access, Clicker, RTS, Real Time Tactics, Wargame, 2D, Voxel, Retro, Tactical, War, PvP, Multiplayer, Singleplayer, Real-Time, Casual, Action"
Balloon Saga,"21 Sep, 2020","Overall user reviews:
3 user reviews","Action, Adventure, Casual, Arcade, Clicker, 2D Fighter, 2D, 2D Platformer, Cartoon, Indie, PvE, Singleplayer, MMORPG, Puzzle, Tabletop, Precision Platformer, Puzzle Platformer, Colorful, Pixel Graphics, Third Person"
Protect Your Fool,"26 Nov, 2019","Overall user reviews:
1 user reviews","Action, Indie, Arcade, 2D, Pixel Graphics, Difficult, Minimalist, Singleplayer, Addictive, Replay Value, Score Attack, Fast-Paced, Great Soundtrack, Clicker"
莉莉的梦：恐龙历险记 Lily's Dream:Adventures of Dinosaurs,"7 Oct, 2021","Overall user reviews:
4 user reviews","Casual, Dinosaurs, Exploration, Adventure, Puzzle, Drama, RPG, Puzzle Platformer, Third Person, Linear, Singleplayer, Action-Adventure, Action RPG, 3D Platformer, Clicker, 3D, Cartoon, Education, Story Rich, Dynamic Narration"
摆地摊,"12 Jul, 2021","Overall user reviews:
9 user reviews","Casual, Simulation, Word Game, Life Sim, 2D Platformer, Idler, Clicker, 2D, Cartoon, Text-Based, Relaxing, Funny, Atmospheric, Economy, Linear, Conversation, Trading, Singleplayer, Indie"
Hexahedral Pathfinder,"4 Jan, 2021","Overall user reviews:
7 user reviews","Turn-Based Tactics, Puzzle Platformer, Casual, Clicker, Difficult, Board Game, Tabletop, Strategy, Puzzle, 3D, Split Screen, Detective, Relaxing, Abstract, Minimalist, Tactical, Logic, Physics, Singleplayer, Indie"
最后一搏 The last fight,"24 Sep, 2021","Overall user reviews:
8 user reviews","RPG, Farming Sim, Shooter, Sandbox, CRPG, Third-Person Shooter, Clicker, 3D, Cartoon, Third Person, Zombies, Indie, Crafting, Building, Post-apocalyptic, Open World, Singleplayer"
Project: Cow,"1 Oct, 2021","Overall user reviews:
4 user reviews","Difficult, Stealth, Strategy, Aliens, Tactical, Funny, Real Time Tactics, Spaceships, Cartoony, Colorful, Grid-Based Movement, Space, Family Friendly, Clicker, 2D, Adventure, Casual, Singleplayer, Linear, Indie"
The test of beauty | 小姐姐的考验,"19 Mar, 2021","Overall user reviews:
2 user reviews","Casual, Point & Click, 3D Platformer, Idler, Exploration, Immersive Sim, Clicker, Hidden Object, 3D, Anime, Cartoon, Cute, Colorful, Realistic, Relaxing, Funny, Atmospheric, Singleplayer, Female Protagonist, Nudity"
Jump10000,"19 Nov, 2021",None,"Casual, Simulation, Action RPG, Animation & Modeling, Arcade, Design & Illustration, 2D Platformer, Clicker, Side Scroller, Fantasy, Jet, Psychological, Racing, Relaxing, Underground, Controller, Open World, Physics, Multiplayer, Indie"
Idle Roboto,"19 Jun, 2021","Overall user reviews:
4 user reviews","Puzzle Platformer, Strategy, Casual, Clicker, Idler, Puzzle, Robots, Pixel Graphics, 2D, Sci-fi, Space, Indie, Level Editor, Physics, Retro, Singleplayer, Cute"
Street Football,"7 Jan, 2021","Overall user reviews:
3 user reviews","Action, Casual, Simulation, Sports, Clicker, eSports, 3D Fighter, Arena Shooter, 3D, Top-Down, Nudity, Tactical, Indie, Physics, PvE, Singleplayer, Football, Hentai"
Eat fish 3D,"9 Nov, 2020","Overall user reviews:
2 user reviews","Simulation, Casual, Adventure, Open World, Idler, Exploration, Survival, Clicker, 3D Platformer, 3D Vision, Cute, Colorful, Hand-drawn, Third Person, Stylized, Singleplayer, 3D, Indie"
Ostatni Dzien w Pracy,"5 Nov, 2020","Overall user reviews:
1 user reviews","Action, Adventure, Puzzle, Clicker, Interactive Fiction, Action-Adventure, Education, Runner, Typing, 2D, Colorful, Pixel Graphics, Family Friendly, Logic, Old School, Inventory Management, Linear, Score Attack, Singleplayer, Simulation"
Finding Alina,"15 Dec, 2020","Overall user reviews:
6 user reviews","Point & Click, Casual, Clicker, Hidden Object, Inventory Management, Singleplayer, Adventure, Investigation, Puzzle, 2D, Indie, 2.5D, First-Person, Realistic"
Strategist,"30 Aug, 2018","Overall user reviews:
8 user reviews","Strategy, Puzzle, Board Game, Puzzle Platformer, Relaxing, Tabletop, Clicker, Difficult, Point & Click, Grand Strategy, 2D, Casual, Minimalist, Family Friendly, Logic, Atmospheric, Adventure, Modern, Singleplayer, Early Access"
Lighthouse Stories - Book one: Part one,"25 Jan, 2022","Overall user reviews:
1 user reviews","Adventure, Point & Click, Interactive Fiction, Runner, Clicker, Hidden Object, Solitaire, 2D, 3D, First-Person, Crime, Demons, Dark, Psychological, Survival Horror, Horror, Psychological Horror, Linear, Singleplayer, Indie"
Formosa Night Market VR Arcade(by Taiwan),"22 Dec, 2020","Overall user reviews:
3 user reviews","Casual, VR, Sports, Action-Adventure, Modern, Arcade, Singleplayer, First-Person, Clicker, Action, Family Friendly, Relaxing, Pinball, 3D Platformer, FPS, 3D, Platformer, Indie"
Dead's Prison Watcher,"15 Feb, 2020","Overall user reviews:
2 user reviews","Strategy, Indie, Horror, Atmospheric, Difficult, Action, Point & Click, Roguelike, Clicker, Hidden Object, Solitaire, 3D, First-Person, Top-Down, Stealth, Mystery, Dark, Survival Horror, Psychological Horror, Resource Management"
Spacelair,"22 Mar, 2019","Overall user reviews:
1 user reviews","Casual, RPG, Side Scroller, Simulation, Sci-fi, Adventure, Retro, Singleplayer, Indie, Early Access, Arcade, Clicker, 2D, Pixel Graphics, Inventory Management, Choices Matter, Resource Management, Space"
ABC Flappy,"1 Nov, 2021",None,"Adventure, Action, Education, Clicker, Collectathon, Side Scroller, Typing, Choose Your Own Adventure, Exploration, Design & Illustration, Spelling, 2D, Colorful, Fantasy, LEGO, Relaxing, Family Friendly, Nature, Snow, Flight"
Puzzles with cats,"26 Jul, 2021",None,"Clicker, Puzzle, Design & Illustration, Arcade, 2D, Top-Down, Hidden Object, Cute, Third Person, Casual, Relaxing, Anime, Hand-drawn, Stylized, Family Friendly, Singleplayer, Point & Click, Cats, Logic, Atmospheric"
ZombieVan Drive,"26 Jan, 2021","Overall user reviews:
1 user reviews","Racing, Casual, Simulation, Zombies, Third Person, Automobile Sim, Arcade, Clicker, 3D, Survival, Post-apocalyptic, Destruction, Driving, Vehicular Combat, PvE, Linear, Singleplayer, Indie"
MineSweepVR,"4 Apr, 2018",None,"Puzzle, VR, Casual, Singleplayer, Local Co-Op, Action, Strategy, Board Game, Clicker, Solitaire, Hidden Object, Destruction, Indie, 3D, First-Person, Split Screen, Logic, Relaxing, Retro, Local Multiplayer"
Gutting Goblins!,"30 Sep, 2021","Overall user reviews:
1 user reviews","Action, Casual, Isometric, Hack and Slash, Combat, Arcade, Top-Down, Clicker, 3D Fighter, Singleplayer, Gore, Violent, Indie, 1980s, 1990's, Dark Humor, Funny, Female Protagonist"
Bikerz,"13 Dec, 2019","Overall user reviews:
2 user reviews","Shoot 'Em Up, Casual, Combat Racing, Racing, Clicker, Bikes, Motorbike, Driving, Shooter, Arcade, Character Customization, 2D, Linear, Vehicular Combat, Action, Colorful, Hand-drawn, America, Modern, Old School"
Super Brain Cube,"31 Jan, 2021",None,"Casual, Puzzle, Arcade, Clicker, Idler, Education, Time Management, 3D, 3D Vision, Third Person, Atmospheric, Cyberpunk, Mars, Sci-fi, Space, Linear, Singleplayer, Indie"
Scramble,"1 Mar, 2021","Overall user reviews:
5 user reviews","Strategy, Casual, Colony Sim, Real Time Tactics, Sandbox, Tactical, Historical, Management, Clicker, Time Management, Base Building, Building, 2D, Top-Down, Snow, Nonlinear, Colorful, Economy, Capitalism, Singleplayer"
Alive Cursor,"6 May, 2021","Overall user reviews:
7 user reviews","Utilities, Dark Humor, Artificial Intelligence, Game Development, Sci-fi, Tabletop, Idler, Immersive Sim, Clicker, 3D, 3D Vision, FMV, Futuristic, Programming, Hacking, Dark Comedy, Moddable, Controller, Casual, Simulation"
Brick Breaker,"25 Jan, 2022","Overall user reviews:
4 user reviews","Indie, Clicker, Idler, Auto Battler, Point & Click, Casual, Arcade, Resource Management, Economy, Old School, Shoot 'Em Up, Automation, Score Attack, Base Building, Management, 2D, Pixel Graphics, Building, Minimalist, Tutorial"
Munchie Match,"22 Jun, 2020","Overall user reviews:
7 user reviews","Casual, Action, Local Co-Op, Match 3, Strategy, Local Multiplayer, Arcade, Procedural Generation, Time Management, Real Time Tactics, Co-op, Cute, Clicker, PvP, Tutorial, Difficult, Point & Click, 2D, Comic Book, Split Screen"
Find Match Icons,"23 Sep, 2021","Overall user reviews:
1 user reviews","Action, Casual, 2D Fighter, Arcade, Point & Click, Puzzle, Sandbox, 2D Platformer, Bullet Hell, Clicker, Collectathon, Hack and Slash, 2.5D, 2D, Colorful, Cute, Minimalist, Pixel Graphics, Atmospheric, Building"
"Check, please! : Restaurant Simulator","7 Oct, 2021","Overall user reviews:
7 user reviews","Simulation, Strategy, Point & Click, Strategy RPG, God Game, City Builder, Action RTS, Clicker, Immersive Sim, Time Management, 3D, Cute, Cartoony, Top-Down, Colorful, Family Friendly, Cooking, Economy, Building, Logic"
Number Game:24 Points,"7 Apr, 2021",None,"Casual, Card Game, Solitaire, Tabletop, Strategy, Trivia, Board Game, 2D Platformer, Clicker, 2D, Singleplayer, Card Battler, Cute, Colorful, Hand-drawn, Old School, Retro, Relaxing, Education, Funny"
Animals Memory: Monkeys,"10 Aug, 2021","Overall user reviews:
7 user reviews","Casual, Point & Click, Puzzle, Tabletop, Clicker, Trading Card Game, Hidden Object, Creature Collector, 2D, Cute, Family Friendly, Indie, Education, Nature, Tutorial, Procedural Generation, Singleplayer"
Impious Pumpkins,"13 Dec, 2021","Overall user reviews:
6 user reviews","Auto Battler, Tower Defense, Clicker, Idler, Time Management, Casual, Strategy, Real Time Tactics, Character Customization, Procedural Generation, 3D, Cute, Funny, Cartoony, Colorful, Stylized, Tactical, Management, Resource Management, Singleplayer"
You Pilot A Piece Of S***: GAIDEN,"13 Dec, 2020","Overall user reviews:
5 user reviews","Action, Casual, Shoot 'Em Up, Arcade, Shooter, Side Scroller, Comedy, Dark Comedy, Funny, 3D, 2.5D, Clicker, Abstract, Colorful, Minimalist, Parody , Retro, Underwater, Combat, Linear"
Zombie Quarantine,"23 Jun, 2017","Overall user reviews:
2 user reviews","Casual, Strategy, Zombies, Singleplayer, Puzzle, Tower Defense, Point & Click, Clicker, Time Management, 3D, Top-Down, Dark Humor, Choices Matter, Management, Blood"
The Unexpected Quest Demo,"20 May, 2020",None,"Strategy, Action"
Malmyr Demo,"12 Dec, 2020",None,
BeatJunkies,"24 Jul, 2021","Overall user reviews:
1 user reviews","Casual, Sports, Simulation, Audio Production, Rhythm, Tabletop, Arcade, Exploration, Clicker, Immersive Sim, 3D, Cute, Comic Book, Cartoon, Cartoony, Colorful, Futuristic, Comedy, Parody , Relaxing"
Ero Tennis,"2 Feb, 2021","Overall user reviews:
2 user reviews","Casual, Action Roguelike, Sports, 3D Fighter, Collectathon, Combat Racing, Clicker, Management, Automation, Crafting, Tennis, MMORPG, 3D, eSports, Comic Book, Action, Bullet Time, Simulation, Abstract, Hand-drawn"
Alchemistry Demo,"28 Sep, 2021",None,
恋与你 Love with You Demo,"8 Mar, 2022",None,
The Unexpected Quest Demo,"20 May, 2020",None,"Strategy, Action"
Malmyr Demo,"12 Dec, 2020",None,
Spe:X Demo,"14 Apr, 2022",None,
BeatJunkies,"24 Jul, 2021","Overall user reviews:
1 user reviews","Casual, Sports, Simulation, Audio Production, Rhythm, Tabletop, Arcade, Exploration, Clicker, Immersive Sim, 3D, Cute, Comic Book, Cartoon, Cartoony, Colorful, Futuristic, Comedy, Parody , Relaxing"
Beat The Clock Demo,2022 年 5 月 6 日,None,
Hero of the Kingdom Demo,"28 May, 2014","Overall user reviews:
4 user reviews","Adventure, RPG, Indie, Casual"
Hero of the Kingdom III Demo,"20 Dec, 2017","Overall user reviews:
1 user reviews","Adventure, RPG, Indie, Casual"
RogueClick Demo,"2 Mar, 2022",None,
Chicken Police Demo,"27 Aug, 2020","Overall user reviews:
1 user reviews","Violent, Sexual Content"
日记簿,"20 Oct, 2021","Overall user reviews:
2 user reviews","Simulation, Strategy, Life Sim, 2D Platformer, Time Management, Clicker, Pixel Graphics, Minimalist, Relaxing, Management, Indie, Early Access, Surreal, Crafting, Procedural Generation, Choices Matter, Singleplayer"
Relax Simulator,"7 Feb, 2020","Overall user reviews:
6 user reviews","Colorful, Abstract, Experimental, 3D, Casual, Choose Your Own Adventure, Surreal, Puzzle, Arcade, Sandbox, Match 3, Clicker, Score Attack, Procedural Generation, Relaxing, God Game, Psychedelic, Simulation, Singleplayer, Ambient"
Good puzzle: Animals,"6 Oct, 2020","Overall user reviews:
7 user reviews","Casual, Trading Card Game, Clicker, Tutorial, Hidden Object, Indie, Card Game, Tabletop, 2D, Cute, Puzzle, Point & Click, Realistic, Colorful, 6DOF, Singleplayer, Logic, Music, Relaxing, Atmospheric"
Zen Cube,"27 May, 2021","Overall user reviews:
2 user reviews","Time Management, Puzzle Platformer, Clicker, Education, Puzzle, Physics, Point & Click, Strategy, 3D, Isometric, 3D Vision, Relaxing, Choices Matter, Casual, Simulation, Colorful, Minimalist, Abstract, Logic, Grid-Based Movement"
Prop Factory,"10 Sep, 2021","Overall user reviews:
1 user reviews","Casual, Hidden Object, Puzzle, Collectathon, 3D, Clicker, Colorful, 3D Vision, Top-Down, Building, Indie, Crafting, Sci-fi, Base Building, Physics, Singleplayer"
Pinzzo,"21 Mar, 2022","Overall user reviews:
1 user reviews","Casual, Strategy, Puzzle, Shooter, Clicker, Collectathon, Shoot 'Em Up, 2D Platformer, Puzzle Platformer, Precision Platformer, 2D, Pixel Graphics, Minimalist, Golf, Logic, Family Friendly, Relaxing, Tactical, Singleplayer, Physics"
Jungle Town: Birthday quest,"3 Dec, 2020","Overall user reviews:
7 user reviews","2D Platformer, 2D, Clicker, Funny, Family Friendly, Logic, Adventure, Hand-drawn, Cartoony, Point & Click, Puzzle, Hidden Object, Education, Character Action Game, Cute, Colorful, Indie, Singleplayer, Action, Exploration"
故乡的记忆：味缘篇,"24 Sep, 2020","Overall user reviews:
7 user reviews","Early Access, Clicker, Casual, Exploration, Simulation, Singleplayer, Stylized, Linear, RPG, Action RPG, 3D Platformer, Third Person, 3D, Adventure, Class-Based, Modern, Indie"
Bunker Down,"27 Feb, 2021","Overall user reviews:
4 user reviews","Casual, Strategy, Choose Your Own Adventure, Clicker, 2D, Pixel Graphics, Singleplayer, Capitalism, Dark Comedy, Dark Humor, Destruction, Dystopian , Funny, Post-apocalyptic, Sci-fi, Text-Based, Choices Matter, Dynamic Narration, Multiple Endings, Story Rich"
Castlepoint,"26 Nov, 2021",None,"Early Access, Strategy, Action, RTS, Tower Defense, Clicker, Real Time Tactics, Tactical RPG, 3D, Cartoon, Cartoony, Top-Down, Fantasy, Medieval, Magic, Class-Based, PvE, PvP, Grid-Based Movement, Combat"
Pulse Cage (The full game) contains 4 games in one,"29 Mar, 2022",None,"Immersive Sim, Clicker, Idler, Visual Novel, Interactive Fiction, Automobile Sim, Life Sim, Dating Sim, Character Customization, Female Protagonist, RPG, Romance, 2D, Cute, LGBTQ+, Otome, Text-Based, Choices Matter, Conversation, Multiple Endings"
Sugarcane Empire,"13 Jan, 2022","Overall user reviews:
7 user reviews","Early Access, Interactive Fiction, Farming Sim, Clicker, Story Rich, Agriculture, Capitalism, Funny, Female Protagonist, Game Development, Modern, Historical, Minimalist, Hand-drawn, Pixel Graphics, Simulation, 2D, Narration, Text-Based, Conversation"
Meet PIP,"6 Nov, 2021","Overall user reviews:
2 user reviews","Adventure, Casual, Point & Click, Exploration, Puzzle, Hidden Object, 3D Vision, Funny, Space, Story Rich, Interactive Fiction, Singleplayer, Clicker, Collectathon, First-Person, Fantasy, Comedy, Magic, Text-Based, Relaxing"
赛博侦探：艾尔塔特,"30 Oct, 2020","Overall user reviews:
6 user reviews","Puzzle, Investigation, Artificial Intelligence, Casual, Story Rich, Interactive Fiction, RPG, Visual Novel, Trivia, Anime, Clicker, 2D Platformer, Singleplayer, Text-Based, Puzzle Platformer, CRPG, 3D, 2D, Simulation, Strategy"
SpiderPunks,"3 Aug, 2021","Overall user reviews:
1 user reviews","Action, Strategy, 2D Fighter, Board Game, City Builder, Puzzle, Tower Defense, Clicker, Hidden Object, 2D, Top-Down, Building, Relaxing, Surreal, Tactical, Base Building, Resource Management, Singleplayer, Fighting, Indie"
Godo,"19 Feb, 2021",None,"Casual, Adventure, Puzzle, Point & Click, Exploration, Clicker, 3D Platformer, Puzzle Platformer, Dungeon Crawler, 3D, Cartoon, Cute, Third Person, Psychedelic, Fantasy, Loot, Detective, Linear, Singleplayer, Indie"
