Hamster All-Stars,"19 Mar, 2021","Overall user reviews:
Positive
						(11 reviews)","Casual, Simulation, Sandbox, 3D, Sports, Colorful, Cute, Gambling, Funny, Comedy, Family Friendly, Crafting, Physics, Singleplayer"
Chocolate makes you happy 6,"30 May, 2018","Overall user reviews:
Positive
						(23 reviews)","Indie, Casual, 2D, Puzzle, Singleplayer, Physics, Difficult, Fast-Paced, Colorful, Abstract, Side Scroller, Relaxing, Old School, Retro, Classic, Family Friendly, Cute, Stylized, Short, Replay Value"
Hot Pot For One,"12 Jun, 2021","Overall user reviews:
Mostly Positive
						(103 reviews)","Life Sim, Cooking, Atmospheric, Female Protagonist, Simulation, First-Person, Story Rich, Narration, Snow, Realistic, Emotional, Singleplayer, Indie, Experimental, Family Friendly, Short, Foreign, Casual"
Leaving Lyndow,"8 Feb, 2017","Overall user reviews:
Mostly Positive
						(895 reviews)","Adventure, Indie, Walking Simulator, First-Person, Atmospheric, Female Protagonist, Great Soundtrack, Singleplayer, Short"
Princess Sera adventures,"7 Dec, 2021","Overall user reviews:
Positive
						(10 reviews)","Adventure, Visual Novel, Linear, Colorful, Mystery, Singleplayer, Mystery Dungeon"
The Fairy's Song,"7 Aug, 2020","Overall user reviews:
Very Positive
						(81 reviews)","Indie, Casual, Adventure, LGBTQ+, Visual Novel, Anime, Female Protagonist, Romance"
To Be or Not To Be,"4 Feb, 2015","Overall user reviews:
Very Positive
						(180 reviews)","Casual, Adventure, Indie, Choose Your Own Adventure, Comedy, Visual Novel, Interactive Fiction, Female Protagonist, Story Rich, Funny"
Chocolate makes you happy 7,"13 Jul, 2018","Overall user reviews:
Positive
						(21 reviews)","Indie, Casual, Puzzle, 2D, Physics, Singleplayer, Abstract, Retro, Difficult, Fast-Paced, Side Scroller, Relaxing, Colorful, Stylized, Family Friendly, Classic, Old School, Replay Value, Cute, Short"
RPG Maker 2000,"13 Jul, 2015","Overall user reviews:
Very Positive
						(72 reviews)","Game Development, Web Publishing, JRPG, RPGMaker, RPG, Anime, Software"
Mushroom Cats,"10 Jun, 2019","Overall user reviews:
Overwhelmingly Positive
						(1,314 reviews)","Free to Play, Casual, Indie, Adventure, Point & Click, Cats, Cute, Short, 2D"
Medieval Fantasy Survival Simulator,"24 Feb, 2022","Overall user reviews:
Very Positive
						(183 reviews)","Simulation, Choose Your Own Adventure, Choices Matter, Multiple Endings, Survival, Psychological, Survival Horror, Anime, Visual Novel, RPG, Immersive Sim, Education, Trivia, Life Sim, Tabletop, Cute, Dragons, Historical, Horror, Economy"
Hero by Chance,"8 Jan, 2021","Overall user reviews:
Mostly Positive
						(839 reviews)","Sexual Content, Nudity, Hentai, NSFW, Anime, Dating Sim, Tactical RPG, Mature, Strategy, Tower Defense, Tactical, RPG, Colorful, Visual Novel, 2D, Fantasy, Casual, Management, Story Rich, Simulation"
Oh My Gore!,"20 Oct, 2016","Overall user reviews:
Very Positive
						(320 reviews)","Indie, Strategy, Gore, Tower Defense, Fantasy, Villain Protagonist, Dark Humor, Story Rich, Comedy, Pixel Graphics"
Apotheorasis • Lab of the Blind Gods | Prologue,"22 Dec, 2021","Overall user reviews:
Positive
						(39 reviews)","Experimental, Atmospheric, Story Rich, Sci-fi, Thriller, Dark Humor, Choices Matter, Stealth, Dark, Combat, Short, Indie, Action, Adventure, FPS, Free to Play, Singleplayer"
Chocolate makes you happy: New Year,"28 Nov, 2018","Overall user reviews:
Positive
						(14 reviews)","Casual, Indie, Puzzle, Physics, 2D, Difficult, Singleplayer, Fast-Paced, Relaxing, Colorful, Abstract, Side Scroller, Old School, Retro, Classic, Short, Cute, Family Friendly, Stylized, Replay Value"
Ultimate Chicken Horse Soundtrack,"23 Jun, 2016","Overall user reviews:
Positive
						(17 reviews)","Action, Adventure, Indie, Casual, Soundtrack"
Champions of Breakfast,"23 Jun, 2016","Overall user reviews:
Very Positive
						(71 reviews)","Indie, Action, Bullet Hell, Arcade, Difficult, Memes, Roguelite"
Coffee flavor of love 咖啡甜恋,"1 Feb, 2021","Overall user reviews:
Very Positive
						(114 reviews)","Casual, Adventure, RPG, Interactive Fiction, Idler, Word Game, Visual Novel, Dating Sim, 2D, Anime, Cute, Colorful, Text-Based, Comic Book, Drama, Story Rich, Comedy, Emotional, Relaxing, Lore-Rich"
Sanctum 2: Britech Skin Pack,"7 Aug, 2013","Overall user reviews:
Mixed
						(25 reviews)","Action, Strategy, Indie, Tower Defense, FPS"
Planet TD,"1 Apr, 2022","Overall user reviews:
Positive
						(32 reviews)","Early Access, Tower Defense, Real Time Tactics, Auto Battler, Tactical, 3D Platformer, Casual, Strategy, RTS, 2D Platformer, Wargame, Shoot 'Em Up, 2.5D, 3D, Colorful, Cute, Stylized, Alternate History, Atmospheric, Sci-fi"
Gobby McGobblenutz Presents: The Art of the Dad Joke: Chapter 1,"15 Nov, 2021","Overall user reviews:
Very Positive
						(114 reviews)","Simulation, Choices Matter, Choose Your Own Adventure, Multiple Endings, Funny, Comedy, Immersive Sim, Board Game, RPG, Life Sim, Tabletop, Roguelike, Dark Comedy, Dark Humor, Pixel Graphics, Psychological Horror, LGBTQ+, Relaxing, Horror, Conspiracy"
Fausts Alptraum,"8 Apr, 2017","Overall user reviews:
Very Positive
						(912 reviews)","Free to Play, Horror, RPGMaker, Indie, Adventure, Puzzle, Anime, Female Protagonist, Psychological Horror, Pixel Graphics, Story Rich, Great Soundtrack, RPG, Atmospheric, Mystery, Dark, Singleplayer"
Rituals in the Dark,"20 Nov, 2019","Overall user reviews:
Very Positive
						(61 reviews)","Indie, Simulation, LGBTQ+, Romance, Visual Novel, Anime"
Chocolate makes you happy 3,"6 Feb, 2018","Overall user reviews:
Mostly Positive
						(37 reviews)","Indie, Casual, Puzzle, Physics, Singleplayer, Colorful, Abstract, Difficult, Relaxing, Fast-Paced, 2D, Old School, Classic, Retro, Short, Stylized, Cute, Family Friendly, Replay Value, Side Scroller"
Chocolate makes you happy 4,"14 Mar, 2018","Overall user reviews:
Mostly Positive
						(31 reviews)","Indie, Casual, Puzzle, 2D, Physics, Singleplayer, Abstract, Colorful, Difficult, Fast-Paced, Relaxing, Side Scroller, Retro, Stylized, Old School, Classic, Replay Value, Family Friendly, Cute, Short"
Master Magistrate,"12 Jun, 2020","Overall user reviews:
Very Positive
						(96 reviews)","Visual Novel, Detective, Adventure, Sexual Content, Mystery, Gore, Violent, Anime, Early Access, Casual, Puzzle, Point & Click, Nudity, Choices Matter, Multiple Endings, Singleplayer, Great Soundtrack, Heist"
Haunted Hotel: Room 18 Collector's Edition,"1 Nov, 2019","Overall user reviews:
Positive
						(13 reviews)","Adventure, Casual"
Survivor Dieland,"1 Mar, 2021","Overall user reviews:
Very Positive
						(204 reviews)","Multiple Endings, Choose Your Own Adventure, Choices Matter, Comedy, Story Rich, Funny, Simulation, Immersive Sim, Survival Horror, Life Sim, Dark Comedy, Dark Humor, Interactive Fiction, Visual Novel, Survival, Experimental, Lore-Rich, Parody , Post-apocalyptic, Open World"
[the Sequence],"30 Mar, 2016","Overall user reviews:
Very Positive
						(132 reviews)","Indie, Puzzle, Programming, Logic, Automation, Minimalist"
WTF Do You Know?,"2 May, 2022","Overall user reviews:
Positive
						(29 reviews)","Choose Your Own Adventure, Immersive Sim, Roguelite, Education, Visual Novel, Tabletop, JRPG, Dark Comedy, Dark Humor, Funny, Psychological Horror, LGBTQ+, Choices Matter, Simulation, Multiple Endings, Anime, Logic, Comedy, Memes, Singleplayer"
Poop Clicker,"25 Mar, 2022","Overall user reviews:
Mixed
						(26 reviews)","Casual, Simulation, Point & Click, Arcade, Farming Sim, 2D Platformer, Idler, Clicker, 2D, Top-Down, Cute, Colorful, Atmospheric, Family Friendly, Drama, Economy, Automation, Time Manipulation, Linear, Score Attack"
Chocolate makes you happy 2,"18 Dec, 2017","Overall user reviews:
Mostly Positive
						(46 reviews)","Indie, Casual, Puzzle, Relaxing, 2D, Physics, Singleplayer, Abstract, Retro, Difficult, Colorful, Fast-Paced, Side Scroller, Old School, Classic, Stylized, Replay Value, Family Friendly, Cute, Short"
Gachi run: Running of the slaves,"6 Nov, 2020","Overall user reviews:
Very Positive
						(171 reviews)","Indie, Casual, Adventure, Action, Sexual Content, Funny, Nudity, Great Soundtrack, Fast-Paced, Memes, LGBTQ+, Runner, Psychological Horror, Colorful, Comedy, Relaxing, 3D Platformer, Dark Fantasy, Strategy, Massively Multiplayer"
Kitty Cat: Jigsaw Puzzles,"18 Jul, 2016","Overall user reviews:
Very Positive
						(96 reviews)","Cats, Casual, Puzzle, Cute, Psychological Horror"
Entity Researchers,"2 Mar, 2022","Overall user reviews:
Positive
						(25 reviews)","CRPG, Exploration, Dungeon Crawler, Roguelite, Perma Death, Roguelike, JRPG, Character Customization, RPG, 2D, Isometric, Horror, Surreal, Post-apocalyptic, Turn-Based Combat, Procedural Generation, Pixel Graphics, Sci-fi, Loot, Dystopian "
Songbringer,"1 Sep, 2017","Overall user reviews:
Mostly Positive
						(127 reviews)","Action RPG, Open World, Roguelike, Hack and Slash, Dungeon Crawler, Metroidvania, Pixel Graphics, Procedural Generation, Sci-fi, Fantasy, Singleplayer, Nonlinear, Multiple Endings, Retro, Co-op, Local Co-Op, Action, RPG, Psychedelic, Crafting"
Gobby McGobblenutz Presents - The Questionably Quirky Quiz Show,"4 Oct, 2021","Overall user reviews:
Very Positive
						(95 reviews)","Choices Matter, Choose Your Own Adventure, Simulation, Multiple Endings, Comedy, Visual Novel, Memes, Tabletop, Atmospheric, Adventure, Horror, Roguelite, Story Rich, Conspiracy, Interactive Fiction, Dark Comedy, Immersive Sim, Dark Fantasy, Life Sim, Pixel Graphics"
How to Raise a Wolf Girl,"11 Oct, 2019","Overall user reviews:
Very Positive
						(278 reviews)","Nudity, Sexual Content, Visual Novel, Anime, Mature, Simulation, Indie, Casual, NSFW, Romance, Interactive Fiction, 2D, Cute"
ARAIGNEES,"3 Dec, 2021","Overall user reviews:
Positive
						(13 reviews)","Adventure, Pixel Graphics, Exploration, Action-Adventure, Puzzle, Horror, Atmospheric, Walking Simulator, Hidden Object, Puzzle Platformer, 3D, Cinematic, First-Person, Minimalist, Stylized, Dark, Dystopian , Magic, Mystery, Old School"
Press Any Button,"7 Jan, 2021","Overall user reviews:
Very Positive
						(64 reviews)","Emotional, Story Rich, Interactive Fiction, Experimental, Game Development, 2D, Philosophical, Pixel Graphics, Mystery, Drama, Romance, Choices Matter, Casual, Cute, Investigation, Cartoon, Minimalist, Dark, Narration, Indie"
Survive or Thrive,"7 Sep, 2020","Overall user reviews:
Very Positive
						(198 reviews)","Choose Your Own Adventure, Horror, Trading, Immersive Sim, Survival Horror, Life Sim, Interactive Fiction, Open World Survival Craft, Visual Novel, Fishing, Hunting, Open World, Stealth, Tabletop, Survival, Experimental, Dinosaurs, Artificial Intelligence, Crafting, Robots"
Chocolate makes you happy: Halloween,"27 Sep, 2018","Overall user reviews:
Mostly Positive
						(28 reviews)","Indie, Casual, Puzzle, Physics, Difficult, Singleplayer, Relaxing, Fast-Paced, 2D, Colorful, Abstract, Side Scroller, Old School, Classic, Short, Retro, Stylized, Replay Value, Cute, Family Friendly"
HOT WHEELS™ - AcceleRacers Bassline™,"16 Dec, 2021","Overall user reviews:
Positive
						(17 reviews)",Racing
Doodle Date,"19 Apr, 2018","Overall user reviews:
Mixed
						(232 reviews)","Dating Sim, Dark Comedy, Character Customization, Casual, Choose Your Own Adventure, Visual Novel, Interactive Fiction, Romance, 2D, Cute, Text-Based, Dark Humor, Funny, LGBTQ+, Parody , Story Rich, Surreal, Multiple Endings, Short, Choices Matter"
CATGIRL LOVER 2,"16 Oct, 2019","Overall user reviews:
Mostly Positive
						(292 reviews)","Casual, Indie, Adventure, RPG, Sexual Content, Nudity, Anime, Match 3, Cute, Mature, Hentai, Singleplayer, Puzzle, Arcade, Female Protagonist, Dating Sim, Memes, LGBTQ+, RPGMaker, Story Rich"
1931: Scheherazade at the Library of Pergamum,"26 Mar, 2015","Overall user reviews:
Mostly Positive
						(127 reviews)","Simulation, RPG, Visual Novel, Female Protagonist, Indie, Casual, Otome, Dating Sim, Singleplayer, Anime, Romance, Story Rich"
Scratch Girl,"14 Dec, 2021","Overall user reviews:
Very Positive
						(142 reviews)","Nudity, Sexual Content, Mature, Hentai, Casual, Anime, Choices Matter, Singleplayer, Bullet Hell, Indie, Action, Interactive Fiction, Shooter"
When The Past Was Around - Prologue,"4 Nov, 2019","Overall user reviews:
Very Positive
						(591 reviews)","Indie, Casual, Adventure, Puzzle, Point & Click, Beautiful, Hand-drawn, Hidden Object, Great Soundtrack, Free to Play, Philosophical, Relaxing, Female Protagonist, Emotional, Mystery, Cute, Touch-Friendly, Surreal, Singleplayer, Atmospheric"
Before I Forget,"16 Jul, 2020","Overall user reviews:
Very Positive
						(86 reviews)","Indie, Exploration, Walking Simulator, Adventure, Short, Atmospheric, Emotional, Beautiful, Singleplayer, Mystery, First-Person, 3D, Stylized, Casual"
Skin - Doom Bringer,"21 Apr, 2016","Overall user reviews:
Positive
						(23 reviews)","Action, Adventure, RPG, Massively Multiplayer, Indie"
Mini Thief,"12 Oct, 2018","Overall user reviews:
Mostly Positive
						(309 reviews)","Indie, Casual, Stealth, Multiplayer, Crime, Pixel Graphics, Co-op, Sandbox, Funny, Difficult, Family Friendly, Simulation, Atmospheric, Replay Value, Walking Simulator, Roguelite, Comedy, Early Access, Life Sim, PvP"
Сhick Boy Adventures,"12 Nov, 2021","Overall user reviews:
Positive
						(11 reviews)","Side Scroller, Action, 2D Platformer, Adventure, Visual Novel, Rhythm, 2D, Cute, Minimalist, Indie, Singleplayer"
Ropes And Dragons VR,"21 Apr, 2017","Overall user reviews:
Positive
						(29 reviews)","Indie, Action, Adventure, VR"
Kill Yourself,"30 Mar, 2020","Overall user reviews:
Very Positive
						(50 reviews)","Puzzle, Point & Click, Dark Humor, Multiple Endings, Nonlinear, Pixel Graphics, Adventure, Retro, Singleplayer, Gore, Indie, Violent, Realistic"
WitchAction,"21 Nov, 2018","Overall user reviews:
Positive
						(14 reviews)","Action, Indie, Casual, Adventure, Anime, Top-Down Shooter, Cute, Female Protagonist, Difficult, Colorful, Cartoon, 2.5D, Atmospheric, Singleplayer, 2D, Music, Fantasy, Comedy, Story Rich, Great Soundtrack"
The Adventure Pals,"3 Apr, 2018","Overall user reviews:
Very Positive
						(643 reviews)","Adventure, Platformer, Action, Indie, RPG, Local Co-Op, Funny, Singleplayer, Family Friendly, Colorful, Great Soundtrack, Cute, Kickstarter, Co-op, 2D, Local Multiplayer"
Inflatality,"26 Oct, 2017","Overall user reviews:
Mostly Positive
						(10 reviews)","Casual, Action, Indie, Fighting, Cute, Colorful"
Island Marauder,"29 Nov, 2019","Overall user reviews:
Very Positive
						(185 reviews)","Free to Play, Indie, Adventure, Puzzle"
My Riding Stables: Your Horse world,"28 Mar, 2014","Overall user reviews:
Mixed
						(36 reviews)","Casual, Horses, Simulation, Sports, Female Protagonist, Family Friendly"
TOGETHER VR,"2 Apr, 2018","Overall user reviews:
Mixed
						(272 reviews)","VR, Nudity, Dating Sim, Simulation, Hentai, Visual Novel, Anime, Sports, Indie, Casual, Beautiful, Realistic, Mature, 3D, Cute, Romance, FPS, Funny, Shooter, First-Person"
Mushroom Cats 2,"24 Apr, 2020","Overall user reviews:
Very Positive
						(317 reviews)","Cats, Hidden Object, Hand-drawn, Casual, Adventure, Indie, Cute, Family Friendly, Short, Point & Click, Mouse only, Puzzle, 2D, Singleplayer, Side Scroller, Dog, Space, Colorful, Romance, Funny"
Caveblazers - Arena Mode,"15 Dec, 2017","Overall user reviews:
Positive
						(21 reviews)","Action, Adventure, Indie, Gore, Violent"
My Dear Prince,"30 Apr, 2021","Overall user reviews:
Positive
						(17 reviews)","Casual, Visual Novel, LGBTQ+, Cute, Anime, Comedy, Indie, Singleplayer, Text-Based, Female Protagonist"
Siren's Call,"15 Apr, 2022","Overall user reviews:
Very Positive
						(72 reviews)","Visual Novel, Psychological Horror, Cute, Surreal, Mystery, Free to Play, Time Management, Story Rich, Casual, Anime, Philosophical, Thriller, Drama, Emotional, Psychological, Adventure, Dark, Singleplayer, Social Deduction, 2D"
Christmas Adventure: Candy Storm,"1 Apr, 2016","Overall user reviews:
Very Positive
						(294 reviews)","Casual, Indie, Hidden Object, Point & Click, Singleplayer, Family Friendly, Short, Relaxing, Puzzle, Cute, Mouse only, Atmospheric"
Trick or Treat,"5 Nov, 2021","Overall user reviews:
Positive
						(16 reviews)","Casual, Adventure, Simulation, 2D, Indie, Horror, War, Survival, Action, Shooter, Platformer, Side Scroller, Exploration, Atmospheric, Comedy, Massively Multiplayer, Singleplayer, Sports, Strategy, Clicker"
Creature Romances: Kokonoe Kokoro,"2 Mar, 2018","Overall user reviews:
Very Positive
						(219 reviews)","Visual Novel, Gore, Nudity, Indie, Anime, Casual, Psychological Horror, Multiple Endings, Sexual Content, Horror, Short, Romance"
Toilet Management Simulator,"27 Jul, 2020","Overall user reviews:
Mostly Positive
						(236 reviews)","Simulation, Life Sim, Management, Immersive Sim, Building, Open World, 3D, Sexual Content, Nudity, Singleplayer"
Monster Garden,"8 Feb, 2018","Overall user reviews:
Very Positive
						(65 reviews)","Adventure, Indie, Casual, RPG, Pixel Graphics, RPGMaker, Funny, Surreal, Retro, Story Rich, Singleplayer, Short, Dating Sim, Walking Simulator, Choices Matter, 2D, Colorful, Cute, Great Soundtrack, Atmospheric"
Eternal Hour: Golden Hour,"27 Nov, 2017","Overall user reviews:
Very Positive
						(803 reviews)","Sexual Content, Free to Play, Nudity, Visual Novel, Anime, Mature, Romance, Casual, Adventure, Indie, Singleplayer, Cute, Story Rich, 2D, Short, Drama, Crowdfunded, Kickstarter"
Giana Sisters: Twisted Dreams,"22 Oct, 2012","Overall user reviews:
Very Positive
						(894 reviews)","Side Scroller, Difficult, Platformer, Arcade, Female Protagonist, 2.5D, 2D, Controller, Action, Anime, Fantasy, Adventure, Local Co-Op, Retro, Local Multiplayer, Multiplayer, Singleplayer, Indie, Kickstarter, Great Soundtrack"
Pizza Apocalypse,"21 Sep, 2021","Overall user reviews:
Positive
						(34 reviews)","Turn-Based Combat, Combat, 2D, Stylized, Casual, Cartoon, Action, Cartoony, Turn-Based Tactics, Strategy, Turn-Based Strategy, Tactical RPG, Hand-drawn, Capitalism, Dark Comedy, Dystopian , Fantasy, Strategy RPG, Card Game, Party-Based RPG"
晴天咖啡館 Sunny Cafe,"8 Dec, 2021","Overall user reviews:
Positive
						(23 reviews)","Adventure, Dating Sim, 2D Platformer, Cute, Hand-drawn, Voxel, Romance, Story Rich, Indie, Singleplayer"
Howloween Hero,"25 Oct, 2021","Overall user reviews:
Positive
						(20 reviews)","Comedy, Dog, Funny, Casual, Cute, Puzzle, Sandbox, Exploration, Cartoony, Character Customization, Colorful, Collectathon, Family Friendly, Controller, Story Rich, Relaxing, Adventure, Mystery, Singleplayer, Indie"
Kingdom Wars 2: Definitive Edition,"9 Jul, 2019","Overall user reviews:
Mostly Positive
						(271 reviews)","Action RTS, Base Building, RTS, Strategy, City Builder, Colony Sim, Survival, PvP, PvE, Medieval, Crafting, War, Building, Resource Management, Dark Fantasy, Moddable, Dragons, Zombies, Fantasy, Magic"
Firearms Factory,Late 2022 🔔 Add to Wishlist!,None,"Early Access, Management, Economy, Strategy, Historical, Simulation, Crafting, Resource Management, Isometric, War, Narration, Military, World War II, World War I, Diplomacy, Politics, Tactical, Wargame, Atmospheric, Singleplayer"
Whimsy,"21 Dec, 2019","Overall user reviews:
Very Positive
						(63 reviews)","Indie, Adventure, Casual, Free to Play, Puzzle"
Twilight Memoria,"20 Aug, 2021","Overall user reviews:
Positive
						(20 reviews)","JRPG, Crafting, Fantasy, RPG, Anime, Top-Down, Linear, Story Rich, Singleplayer, Pixel Graphics, Strategy RPG, Dungeon Crawler, Adventure, 2D, RPGMaker, Party-Based RPG, Controller, Great Soundtrack"
Monsters Ate My Birthday Cake,"1 Jul, 2014","Overall user reviews:
Very Positive
						(56 reviews)","Adventure, Indie, Puzzle, Cute, Singleplayer"
Keysight,"30 Jun, 2020","Overall user reviews:
Positive
						(18 reviews)","Beautiful, Music-Based Procedural Generation, Rhythm, Simulation, Immersive Sim, Building, 3D, Relaxing, Video Production, Procedural Generation, Design & Illustration, Psychedelic, Action, Atmospheric, Singleplayer"
Wild West Saga: Idle Tycoon Clicker,"18 Dec, 2018","Overall user reviews:
Mixed
						(703 reviews)","Clicker, Idler, Free to Play, Casual, Simulation, Indie, Western, Management, Strategy, Capitalism, 2D, Family Friendly, Great Soundtrack, Early Access, Comedy, Exploration, Funny, Real-Time, America, Adventure"
Neon Souls,"21 Oct, 2021","Overall user reviews:
Positive
						(19 reviews)","Psychedelic, Illuminati, Surreal, Minimalist, Atmospheric, Abstract, Colorful, Old School, Side Scroller, 2D Platformer, 1990's, 1980s, 2D, Cute, Pixel Graphics, God Game, Arcade, Souls-like, Relaxing, Linear"
Girl Blonde,"18 Oct, 2017","Overall user reviews:
Mostly Positive
						(69 reviews)","Indie, Adventure, Platformer, Singleplayer, Casual, Relaxing, Side Scroller, Atmospheric, Puzzle Platformer, Music"
Freddy Spaghetti,"1 Apr, 2020","Overall user reviews:
Positive
						(27 reviews)","Indie, Action, Adventure, Simulation, Physics, Funny, Narration, Casual, Story Rich, Sandbox"
Cobalt,"2 Feb, 2016","Overall user reviews:
Very Positive
						(282 reviews)","Action, Indie, Adventure, Multiplayer, Platformer, Shooter, 2D, Local Multiplayer, Robots, Bullet Time, Sci-fi, Level Editor, Co-op, Side Scroller, 4 Player Local, Fast-Paced, Controller, Funny"
Clouds & Sheep 2,"24 Oct, 2016","Overall user reviews:
Very Positive
						(92 reviews)","Casual, Simulation, Family Friendly"
Would you like to run an idol café? 3,"9 May, 2022",None,"Simulation, Visual Novel, Anime, Romance, 2D, Linear, Sexual Content, Multiple Endings, Singleplayer"
Case 02: Paranormal Evil,"13 Sep, 2021","Overall user reviews:
Positive
						(10 reviews)","Tabletop, Puzzle, Survival Horror, JRPG, Visual Novel, Lovecraftian, Zombies, Dark Humor, Retro, RPG, 2D, Casual, CRPG, Anime, Superhero, Adventure, Supernatural, Singleplayer, Indie, RPGMaker"
Sakura Knight 3,"7 Sep, 2020","Overall user reviews:
Positive
						(38 reviews)","Visual Novel, Anime, Simulation, Dating Sim, Romance, Cute, Sexual Content, Conversation, Linear, Colorful, Fantasy, Comedy, Singleplayer, LGBTQ+"
BAAM SQUAD,"20 Apr, 2018","Overall user reviews:
Mostly Positive
						(34 reviews)","Action, Early Access, VR, Zombies"
Radical Rex,"7 Mar, 2019","Overall user reviews:
Mostly Positive
						(11 reviews)","Action, Adventure, Platformer, Dinosaurs, 2D, Retro"
WarriOrb,"28 Apr, 2020","Overall user reviews:
Very Positive
						(96 reviews)","Souls-like, Metroidvania, Side Scroller, Platformer, Great Soundtrack, Difficult, Cute, 2D, Atmospheric, Exploration, Dark Fantasy, RPG, Precision Platformer, Open World, Story Rich, Action, Adventure, Singleplayer, Indie, Fantasy"
Cat on a Diet,"29 Feb, 2016","Overall user reviews:
Very Positive
						(474 reviews)","Cats, Casual, Action, Indie, Puzzle, Physics, Funny"
Just Deserts - Valerya Chapter,"24 Aug, 2020","Overall user reviews:
Mostly Positive
						(10 reviews)","Indie, Casual, Simulation, Strategy, Story Rich, Visual Novel"
vApe Escape,"15 Mar, 2019","Overall user reviews:
Very Positive
						(96 reviews)","Adventure, Point & Click, Comic Book, Space, Comedy, Psychedelic, Casual, Short, 2D, Puzzle, Choices Matter, Soundtrack, Interactive Fiction, Story Rich, Multiple Endings, Philosophical, Singleplayer, Hand-drawn, Text-Based, Funny"
Double Dragon Trilogy,"15 Jan, 2015","Overall user reviews:
Mixed
						(591 reviews)","Arcade, Beat 'em up, Retro, Fighting, Action, Local Co-Op, Remake, Cult Classic, 2D, Co-op, Side Scroller, Classic, Pixel Graphics, 1980s, 1990's, Martial Arts, Old School, Online Co-Op, Co-op Campaign, Score Attack"
Mommy,"27 Jan, 2020","Overall user reviews:
Very Positive
						(66 reviews)","Indie, Adventure, Family Friendly, Platformer, Short"
MachiaVillain,"16 May, 2018","Overall user reviews:
Mixed
						(565 reviews)","Indie, Strategy, Simulation, Villain Protagonist, Management, Base Building, Building, Sandbox, Economy, Real-Time with Pause, Resource Management, God Game, Top-Down, 2D, Singleplayer, Horror"
最后的47小时 - The Last 47 Hours,"28 Feb, 2019","Overall user reviews:
Very Positive
						(148 reviews)
									*","Dating Sim, Visual Novel, First-Person, Romance, Text-Based, Anime, Emotional, Adventure, Singleplayer, Sexual Content, Nudity"
First Snow,"19 Aug, 2020","Overall user reviews:
Very Positive
						(482 reviews)","Free to Play, Nudity, Sexual Content, LGBTQ+, Casual, Indie, Visual Novel, Female Protagonist, Anime, Romance, Hentai, Cute"
Delta Horizon,"6 Sep, 2018","Overall user reviews:
Mostly Positive
						(15 reviews)","Indie, Early Access, Strategy, Action"
She Wants Me Dead,"13 May, 2016","Overall user reviews:
Very Positive
						(68 reviews)","Action, Platformer, 2D, Great Soundtrack, Difficult, Indie, Cats"
Hiveswap Friendsim - Volume Twelve,"14 Sep, 2018","Overall user reviews:
Positive
						(14 reviews)","Adventure, RPG, Indie, Casual, Simulation"
THE GAME,"24 Feb, 2022","Overall user reviews:
Positive
						(11 reviews)","Casual, RPG, JRPG, Puzzle, 2D, Anime, Education, Philosophical, Family Friendly, Memes, Mystery, Dark, Horror, Female Protagonist, Choices Matter, Indie, Multiple Endings, Singleplayer, RPGMaker, Action-Adventure"
The Moment We Met,"16 Oct, 2018","Overall user reviews:
Mixed
						(196 reviews)","RPG, Simulation, Adventure, Visual Novel, Sexual Content, Anime"
Moss Destruction,"1 Mar, 2019","Overall user reviews:
Positive
						(11 reviews)","Action, Indie, Roguelite, Twin Stick Shooter, Procedural Generation, Top-Down Shooter, Difficult, Roguelike"
The Dame Was Loaded,"28 Jan, 2019","Overall user reviews:
Positive
						(15 reviews)","Adventure, Strategy, FMV, Mystery, Detective"
Atelier Lydie & Suelle - Season Pass,"17 Apr, 2018","Overall user reviews:
Positive
						(13 reviews)","RPG, Anime"
Starman,"28 Jun, 2018","Overall user reviews:
Very Positive
						(65 reviews)","Indie, Casual, Adventure, Atmospheric, Point & Click, Puzzle Platformer"
Shan Gui OST,"2 Oct, 2014","Overall user reviews:
Very Positive
						(63 reviews)",Music
AIdol,"23 Apr, 2018","Overall user reviews:
Positive
						(15 reviews)","Casual, Simulation, Indie, Visual Novel, Cute, Female Protagonist, Anime, LGBTQ+"
Crimson Imprint Plus - 原声音乐集,"21 Dec, 2017","Overall user reviews:
Positive
						(33 reviews)","Adventure, Indie, Casual, Nudity"
Dungeons Forever,"5 Feb, 2018","Overall user reviews:
Very Positive
						(115 reviews)","Free to Play, Action, Indie, 2D, Level Editor, Platformer, Pixel Graphics"
Signs of Life,"27 Jan, 2014","Overall user reviews:
Mostly Positive
						(625 reviews)","Open World Survival Craft, Sandbox, Adventure, Survival, Crafting, RPG, Indie, Action, Space, 2D, Sci-fi, Building, Early Access, Casual, Open World, Multiplayer, Singleplayer, Platformer, Side Scroller"
Thomas Scott,"13 Jun, 2020","Overall user reviews:
Positive
						(12 reviews)","Casual, Action, Indie, Adventure, Platformer, Puzzle, Fast-Paced, Side Scroller, Exploration, 2D, Retro, Difficult, Parkour, Minimalist, Funny, Singleplayer, Cute"
Space Candy,"9 Nov, 2019","Overall user reviews:
Mixed
						(27 reviews)","Indie, Simulation, 2D, Family Friendly, Singleplayer, Addictive, Short, Casual"
